iter	Logloss
332	0.4955605208
333	0.4935970612
334	0.4916498337
335	0.4904557602
336	0.4904539923
337	0.4870477706
338	0.4869427962
339	0.4869054158
340	0.4854997936
341	0.485045309
342	0.4811008351
343	0.481098386
344	0.4808384737
345	0.4795010322
346	0.4783072588
347	0.4782107615
348	0.4781997343
349	0.4756616344
350	0.4756589972
351	0.4752261438
352	0.474208753
353	0.4738381979
354	0.4724610669
355	0.4691513671
356	0.4681711355
357	0.4653256017
358	0.4640148108
359	0.4622361269
360	0.4593649271
361	0.4593607549
362	0.4593568293
363	0.4583076531
364	0.4572480226
365	0.4563219374
366	0.4551465361
367	0.4528361057
368	0.4500677353
369	0.4458352039
370	0.442120324
371	0.4404929256
372	0.4383023057
373	0.4382858618
374	0.4355289015
375	0.4339064453
376	0.430531568
377	0.4286836882
378	0.4276148701
379	0.4250279029
380	0.4233749375
381	0.421009123
382	0.4199287232
383	0.4199215143
384	0.4170523481
385	0.416543445
386	0.414953758
387	0.4135248074
388	0.4116956272
389	0.4092374369
390	0.4077967897
391	0.4064552923
392	0.4053260771
393	0.40531889
394	0.4030137328
395	0.4000116878
396	0.3982416539
397	0.3969807009
398	0.3950929407
399	0.3939937195
400	0.3916273168
401	0.3885615877
402	0.3859256794
403	0.3846470414
404	0.3826771767
405	0.3816016099
406	0.3796508538
407	0.3777413362
408	0.3766364886
409	0.374029262
410	0.3731757013
411	0.3722394312
412	0.3705157919
413	0.3689209395
414	0.3673762957
415	0.365334457
416	0.3635334173
417	0.3613744163
418	0.3605291138
419	0.3591349282
420	0.3580459466
421	0.3570167179
422	0.3559827789
423	0.3544939755
424	0.3516111637
425	0.3506250906
426	0.3494882054
427	0.3472506796
428	0.3462814358
429	0.3456985148
430	0.3447461234
431	0.3439179657
432	0.3422330287
433	0.340995277
434	0.3400751027
435	0.3395406905
436	0.3380343086
437	0.3364098281
438	0.3354201357
439	0.3341706258
440	0.333088766
441	0.3320501787
442	0.3307413139
443	0.3290165351
444	0.3276467047
445	0.3260143621
446	0.3247810031
447	0.3236501632
448	0.3224956174
449	0.3211302655
450	0.3197594065
451	0.3185817532
452	0.3168061644
453	0.3156828119
454	0.3150274977
455	0.3137802763
456	0.3124900331
457	0.3115180856
458	0.3108657285
459	0.3094226697
460	0.3082808803
461	0.3068111108
462	0.3052292573
463	0.3039955056
464	0.3033971237
465	0.3022335271
466	0.3014200493
467	0.3006516179
468	0.2990578602
469	0.2980454309
470	0.2968964812
471	0.2952702893
472	0.2946319434
473	0.2937947616
474	0.2924686249
475	0.2917427004
476	0.2904384768
477	0.2894593017
478	0.2878793423
479	0.2870073302
480	0.2862578285
481	0.2848784767
482	0.2836257973
483	0.2832022031
484	0.2819543052
485	0.2815058207
486	0.2808768128
487	0.2805732073
488	0.2794933021
489	0.278619124
490	0.2778458044
491	0.2766997556
492	0.2759934604
493	0.2754530967
494	0.2744951609
495	0.2741332761
496	0.2732519696
497	0.2726295489
498	0.2719988249
499	0.2712952726
500	0.2709501887
501	0.270055593
502	0.2688355419
503	0.2678375121
504	0.2673053224
505	0.2669269379
506	0.2658150244
507	0.2647966713
508	0.2641768311
509	0.263383581
510	0.2627470331
511	0.2622718741
512	0.2615746688
513	0.2606775717
514	0.260202163
515	0.2597321775
516	0.259200924
517	0.2584207485
518	0.2578901742
519	0.2573111944
520	0.2565483485
521	0.2559659475
522	0.2553130628
523	0.2547178281
524	0.2542923624
525	0.2530790598
526	0.2525146137
527	0.2518901745
528	0.2511899899
529	0.2503278094
530	0.2498294698
531	0.2488044759
532	0.2478542522
533	0.2470537975
534	0.2461590211
535	0.2453577727
536	0.2447146521
537	0.2443666102
538	0.2437430464
539	0.2431017638
540	0.2418832435
541	0.2413790032
542	0.2407105811
543	0.2399362182
544	0.2395589388
545	0.2389399571
546	0.2386446693
547	0.2382798465
548	0.2379070662
549	0.237359553
550	0.2369077554
551	0.2361504993
552	0.2354010579
553	0.2350610407
554	0.2348896506
555	0.2342912721
556	0.2335949093
557	0.2327641512
558	0.2322213034
559	0.231725928
560	0.2312897305
561	0.2304244609
562	0.229763726
563	0.2294668451
564	0.2293254539
565	0.2285271278
566	0.2279626898
567	0.2275964116
568	0.2270715185
569	0.2260155751
570	0.2255675032
571	0.224869282
572	0.2245134345
573	0.2234221668
574	0.2228622768
575	0.2227043336
576	0.2224473773
577	0.2218979742
578	0.221178105
579	0.220481756
580	0.2199072165
581	0.2190025071
582	0.2186920845
583	0.2181834128
584	0.2174436486
585	0.2169855852
586	0.2165794017
587	0.2162154541
588	0.2160441165
589	0.2153613343
590	0.2148254414
591	0.2145054926
592	0.2140971519
593	0.2138490484
594	0.2135457437
595	0.2129054046
596	0.2123218611
597	0.2116192422
598	0.2111860085
599	0.2106849878
600	0.2100087828
601	0.2096905156
602	0.2094737025
603	0.2090355503
604	0.2083563269
605	0.2078461045
606	0.2069349226
607	0.2062861267
608	0.2059514348
609	0.2054665044
610	0.2049315268
611	0.2046328073
612	0.2042190696
613	0.2039694447
614	0.2035753071
615	0.2031322749
616	0.2028602604
617	0.2023046324
618	0.2020110012
619	0.2015928168
620	0.201415524
621	0.2007142505
622	0.200599399
623	0.2004431859
624	0.2000545962
625	0.1997494006
626	0.199659173
627	0.1994099756
628	0.1992699349
629	0.1988711302
630	0.1981090494
631	0.1976342717
632	0.1975402599
633	0.1973135001
634	0.1967815506
635	0.1965469518
636	0.1963104992
637	0.1960745286
638	0.1958023124
639	0.1951068313
640	0.1949862156
641	0.1945861384
642	0.1942245288
643	0.1935306468
644	0.1930213965
645	0.1923129222
646	0.1919323885
647	0.1916408282
648	0.191464961
649	0.1913296425
650	0.1910955846
651	0.1908954727
652	0.1908409665
653	0.1906271798
654	0.1902333339
655	0.1899218501
656	0.189347811
657	0.1888766169
658	0.1886705241
659	0.1885258033
660	0.1878856808
661	0.187602752
662	0.187055838
663	0.186453864
664	0.186216054
665	0.1860926008
666	0.1859496128
667	0.1854217738
668	0.1848267226
669	0.1846105332
670	0.1842846892
671	0.1840166683
672	0.1835416457
673	0.1830938253
674	0.1824470738
675	0.1820470724
676	0.1815685647
677	0.1810305581
678	0.1806437871
679	0.1803752222
680	0.1797395639
681	0.1795056891
682	0.178909991
683	0.1784714409
684	0.1783429911
685	0.1780667703
686	0.177850505
687	0.1773879652
688	0.1771128595
689	0.1768012857
690	0.1765111685
691	0.176088477
692	0.1758065605
693	0.1757389589
694	0.1754742052
695	0.1754374056
696	0.1750829162
697	0.174844706
698	0.1745680387
699	0.1740640914
700	0.1737512531
701	0.173359906
702	0.1731221153
703	0.173018477
704	0.172490083
705	0.1721341928
706	0.1717257131
707	0.1715427985
708	0.1712629313
709	0.1710609388
710	0.170926065
711	0.1708580125
712	0.1706640344
713	0.1704811632
714	0.1700016075
715	0.1693985516
716	0.1693495824
717	0.1692571696
718	0.1689437879
719	0.1683997803
720	0.1680672466
721	0.1677221425
722	0.1676478094
723	0.1675222292
724	0.1671455882
725	0.1666313899
726	0.1665567713
727	0.1661901869
728	0.1658500885
729	0.1658069774
730	0.1657647836
731	0.16559481
732	0.1655342128
733	0.1652716793
734	0.1651895527
735	0.16494425
736	0.1647337938
737	0.1642563906
738	0.1640770939
739	0.1638315186
740	0.163683025
741	0.163631952
742	0.1631874845
743	0.1629985266
744	0.1626527211
745	0.1622871646
746	0.1621358898
747	0.1620268347
748	0.1619722763
749	0.1617180576
750	0.1614165987
751	0.1612528889
752	0.1611805756
753	0.1609621318
754	0.1607580752
755	0.1607201406
756	0.1605899669
757	0.1601067771
758	0.1598669232
759	0.159854836
760	0.1597723864
761	0.1596757722
762	0.1595771239
763	0.1594475253
764	0.1591835559
765	0.1589261879
766	0.1587844733
767	0.1583169425
768	0.1582741136
769	0.158178567
770	0.1578207901
771	0.1575282867
772	0.1575109311
773	0.1573822116
774	0.157334325
775	0.1572726076
776	0.1570508467
777	0.1568191117
778	0.1566830189
779	0.1564168971
780	0.1563064882
781	0.1562805881
782	0.1561942191
783	0.1561262833
784	0.1557972587
785	0.1552473704
786	0.1551786116
787	0.1551302493
788	0.1550020414
789	0.1548470559
790	0.1547898485
791	0.1546892675
792	0.1545053053
793	0.1544047598
794	0.1543618495
795	0.154042592
796	0.1536023879
797	0.1533760631
798	0.153365118
799	0.153195168
800	0.1527992434
801	0.152766747
802	0.1526219014
803	0.1525102044
804	0.1523386019
805	0.1522617922
806	0.1521599314
807	0.1520193223
808	0.1518548616
809	0.151623687
810	0.1514931042
811	0.1513327608
812	0.1512296038
813	0.1509726337
814	0.1509175232
815	0.1506101984
816	0.1505989925
817	0.1505870114
818	0.1503801807
819	0.1501067211
820	0.1500866397
821	0.1496328946
822	0.1495465257
823	0.1493636164
824	0.1491990985
825	0.1491403749
826	0.1488933794
827	0.1487908672
828	0.1487550961
829	0.1486044988
830	0.1485195145
831	0.1483968928
832	0.14830596
833	0.1479952949
834	0.1478868057
835	0.1476088492
836	0.1473725522
837	0.1469891868
838	0.1468089547
839	0.1467913971
840	0.1467767372
841	0.1467293017
842	0.1466602586
843	0.1463137286
844	0.146228678
845	0.146014254
846	0.1457307611
847	0.1456609297
848	0.1454429616
849	0.1452359122
850	0.1448504826
851	0.1444410939
852	0.1443950539
853	0.144011855
854	0.1438475118
855	0.1435480504
856	0.1434188947
857	0.1432378268
858	0.1430620207
859	0.1429785466
860	0.1429005205
861	0.1426879202
862	0.1426222927
863	0.1424648158
864	0.1422896281
865	0.1421940863
866	0.1421225742
867	0.1420508192
868	0.1419170726
869	0.1418061625
870	0.1416101886
871	0.1415005259
872	0.1412399709
873	0.1408787322
874	0.1405554775
875	0.1403844861
876	0.140283071
877	0.1400920313
878	0.1398895616
879	0.1397849867
880	0.1395067624
881	0.1394303846
882	0.139095958
883	0.1389550071
884	0.1388796718
885	0.1385955237
886	0.1385434743
887	0.1384337134
888	0.138350699
889	0.1380981226
890	0.138023741
891	0.1378549054
892	0.1377835221
893	0.137562253
894	0.1372540936
895	0.1371628143
896	0.1370652748
897	0.1368905075
898	0.136634877
899	0.1365984989
900	0.1365145054
901	0.1362966588
902	0.136160188
903	0.1361263426
904	0.1360656207
905	0.1354633479
906	0.1353986753
907	0.1353311781
908	0.1351913038
909	0.1349548361
910	0.1346854766
911	0.1343992541
912	0.1343047257
913	0.134297046
914	0.1341915341
915	0.1340392492
916	0.1336695239
917	0.1334455469
918	0.1333093085
919	0.1332762619
920	0.1330280488
921	0.1328065945
922	0.1327391216
923	0.1326097938
924	0.1324623072
925	0.1322400885
926	0.1321224046
927	0.1317773922
928	0.1315937788
929	0.1313605958
930	0.1313065642
931	0.1312967443
932	0.1311498612
933	0.1309535467
934	0.1308962567
935	0.1307658583
936	0.1306193744
937	0.1306098628
938	0.130575003
939	0.1304540988
940	0.1303149918
941	0.1301795623
942	0.1300502191
943	0.1299912327
944	0.12991975
945	0.1298741751
946	0.12982499
947	0.1297481109
948	0.1296227392
949	0.1294985344
950	0.1293893133
951	0.1292410771
952	0.1290650039
953	0.128873694
954	0.1287870027
955	0.1286734277
956	0.1284860697
957	0.1282161985
958	0.1281434507
959	0.1280736466
960	0.1279997676
961	0.1278735902
962	0.1278630766
963	0.1278547488
964	0.1277839354
965	0.1276681668
966	0.1276577563
967	0.1274585414
968	0.1273948241
969	0.1272651479
970	0.1272216428
971	0.1272075941
972	0.1271532173
973	0.1269794021
974	0.126970399
975	0.126825644
976	0.1266299807
977	0.126597728
978	0.1265298494
979	0.1264822108
980	0.1264281398
981	0.1262582228
982	0.1261692002
983	0.1260792582
984	0.1258698527
985	0.1257532661
986	0.1256341204
987	0.1255973899
988	0.1255226485
989	0.1254440949
990	0.1254257786
991	0.1254188328
992	0.1252471307
993	0.1250935349
994	0.1250368591
995	0.1249779142
996	0.1247893523
997	0.1247005076
998	0.1246896415
999	0.1245964164
1000	0.124510264
1001	0.1244601781
1002	0.1244349254
1003	0.124181909
1004	0.1241268248
1005	0.124076578
1006	0.124026484
1007	0.1238303794
1008	0.123746894
1009	0.1236910452
1010	0.1236112401
1011	0.1234693336
1012	0.1233950305
1013	0.1232793426
1014	0.1231696741
1015	0.1231568231
1016	0.1230978895
1017	0.1230896925
1018	0.1230488656
1019	0.1227313173
1020	0.1225430446
1021	0.1222853914
1022	0.1222108756
1023	0.1221463478
1024	0.1220788262
1025	0.1220462112
1026	0.1220390023
1027	0.1217910749
1028	0.1216245698
1029	0.1215228361
1030	0.1213361395
1031	0.1211623241
1032	0.1210800011
1033	0.1210368547
1034	0.1209220387
1035	0.1208854809
1036	0.1208544163
1037	0.1207871658
1038	0.1207214084
1039	0.1205460179
1040	0.1204381343
1041	0.1203888183
1042	0.1203824786
1043	0.1203657034
1044	0.1203428263
1045	0.1203001846
1046	0.1202445388
1047	0.1200449487
1048	0.1198726293
1049	0.1198250419
1050	0.1198062668
1051	0.1197807298
1052	0.1196131019
1053	0.1194959502
1054	0.1194279136
1055	0.1192795684
1056	0.1190607889
1057	0.1188661961
1058	0.1187746453
1059	0.1187447909
1060	0.1185227942
1061	0.1183283092
1062	0.1183232179
1063	0.1183157734
1064	0.1182213459
1065	0.1180595137
1066	0.1179702268
1067	0.1178083833
1068	0.1176874339
1069	0.1175183801
1070	0.1173522685
1071	0.1172764345
1072	0.1171970758
1073	0.1171622939
1074	0.1170173529
1075	0.116964623
1076	0.1169209772
1077	0.1169086105
1078	0.1168234345
1079	0.1166059783
1080	0.1165060396
1081	0.1163991575
1082	0.1163559939
1083	0.1163491556
1084	0.1162866166
1085	0.1161880498
1086	0.11594991
1087	0.1159094106
1088	0.1158397315
1089	0.1157215697
1090	0.1157099153
1091	0.1156047248
1092	0.1155115966
1093	0.1152349892
1094	0.1150918351
1095	0.1149166353
1096	0.1148593352
1097	0.1146989863
1098	0.1146689653
1099	0.1143705903
1100	0.1142970685
1101	0.11421432
1102	0.1141241366
1103	0.1140515555
1104	0.1140114193
1105	0.1139591724
1106	0.113900004
1107	0.1138871847
1108	0.1138811901
1109	0.113747102
1110	0.1136949889
1111	0.1136543112
1112	0.1134084806
1113	0.1133608604
1114	0.1132404903
1115	0.1132077144
1116	0.1130776678
1117	0.1130355733
1118	0.1129010287
1119	0.1128337266
1120	0.1127732518
1121	0.1127338307
1122	0.1125986008
1123	0.1125325682
1124	0.1124612698
1125	0.112354014
1126	0.1123157334
1127	0.1121982989
1128	0.1121696705
1129	0.1120886772
1130	0.1120483682
1131	0.1119882093
1132	0.1119000308
1133	0.1117578796
1134	0.1117254013
1135	0.1116102554
1136	0.1115303532
1137	0.1114568577
1138	0.111240627
1139	0.1111705439
1140	0.1111341155
1141	0.1110727119
1142	0.1109695687
1143	0.1108291925
1144	0.1107454883
1145	0.1107418676
1146	0.1107012061
1147	0.1106647551
1148	0.1106371123
1149	0.1105792846
1150	0.1105782874
1151	0.110522123
1152	0.1103893657
1153	0.1102487349
1154	0.110027898
1155	0.1099437375
1156	0.1098062011
1157	0.1097725032
1158	0.109703073
1159	0.1095859749
1160	0.1095072286
1161	0.1093461088
1162	0.1093108141
1163	0.109263531
1164	0.1092315615
1165	0.1092008039
1166	0.109194731
1167	0.1091129529
1168	0.1089991865
1169	0.1089498846
1170	0.1088693207
1171	0.1087985653
1172	0.1087966302
1173	0.1087436124
1174	0.1087012263
1175	0.1086147114
1176	0.1084848084
1177	0.1084026715
1178	0.1082254362
1179	0.1082160687
1180	0.1081567815
1181	0.1081347909
1182	0.1080951783
1183	0.1080349637
1184	0.1080037923
1185	0.1079507719
1186	0.1079387921
1187	0.1079238123
1188	0.1079206655
1189	0.1078397561
1190	0.1077950038
1191	0.1077538695
1192	0.1076852273
1193	0.1076203397
1194	0.1075552656
1195	0.107484473
1196	0.107443227
1197	0.107370735
1198	0.1073067964
1199	0.1071880557
1200	0.1071867766
1201	0.1070785894
1202	0.1068759165
1203	0.1068200165
1204	0.1066858733
1205	0.1066190487
1206	0.1063719957
1207	0.1062573897
1208	0.106204181
1209	0.1061415002
1210	0.1059973066
1211	0.1058678832
1212	0.1056267165
1213	0.105567798
1214	0.1055176797
1215	0.1054957016
1216	0.1054798517
1217	0.1053590074
1218	0.1052593836
1219	0.1050278061
1220	0.1049301374
1221	0.1048200124
1222	0.1048165483
1223	0.1047903805
1224	0.104696292
1225	0.104635435
1226	0.1044534893
1227	0.1044120096
1228	0.1043634068
1229	0.1043583321
1230	0.1042630423
1231	0.1042484621
1232	0.1042273345
1233	0.1042009414
1234	0.1041974891
1235	0.1041863123
1236	0.1040897925
1237	0.1040327228
1238	0.1040176298
1239	0.1038801726
1240	0.103738388
1241	0.1036333085
1242	0.1035072725
1243	0.1034869741
1244	0.1034500394
1245	0.1033596803
1246	0.1032619097
1247	0.1032306725
1248	0.1031622249
1249	0.1030877383
1250	0.1029249496
1251	0.1028073394
1252	0.1027959367
1253	0.1027655631
1254	0.1027219191
1255	0.1026409968
1256	0.1026035218
1257	0.1025512389
1258	0.1024967433
1259	0.1024113531
1260	0.1023926912
1261	0.1022972485
1262	0.102178246
1263	0.1021753432
1264	0.1021052487
1265	0.1019863062
1266	0.1018746232
1267	0.1018089948
1268	0.1017628447
1269	0.1016559102
1270	0.1016202816
1271	0.1015424458
1272	0.1014997539
1273	0.1013723478
1274	0.1012797367
1275	0.1012148689
1276	0.1010768056
1277	0.1009996606
1278	0.1008656528
1279	0.1007185589
1280	0.1005792558
1281	0.1005747762
1282	0.1004839539
1283	0.1004070667
1284	0.1003347934
1285	0.1002047904
1286	0.10005902
1287	0.09993998824
1288	0.09993329049
1289	0.09988251256
1290	0.09987556059
1291	0.0998217834
1292	0.09969909742
1293	0.09966719123
1294	0.09966515334
1295	0.09961475964
1296	0.09956392735
1297	0.09956035858
1298	0.09948471634
1299	0.09941340901
1300	0.09932416045
1301	0.09925737745
1302	0.09920950969
1303	0.09916336338
1304	0.09912537021
1305	0.09906644308
1306	0.0990644774
1307	0.09903618267
1308	0.09903362142
1309	0.09894960769
1310	0.09882473251
1311	0.09879037025
1312	0.09875283413
1313	0.09874854536
1314	0.09868394726
1315	0.0985111813
1316	0.09844393998
1317	0.09841972516
1318	0.09831549677
1319	0.09823674453
1320	0.09821847699
1321	0.09811307457
1322	0.09810522879
1323	0.09796000805
1324	0.09793101919
1325	0.09783868918
1326	0.09779048646
1327	0.09776856504
1328	0.09771855875
1329	0.09770961083
1330	0.0976514879
1331	0.09757880513
1332	0.09757540339
1333	0.09757333013
1334	0.09756734667
1335	0.09754432482
1336	0.09745638456
1337	0.09734687718
1338	0.09730243511
1339	0.09727277752
1340	0.09708760157
1341	0.09696410598
1342	0.09691802591
1343	0.09686005768
1344	0.09677817879
1345	0.09673248622
1346	0.09665116427
1347	0.09664320282
1348	0.09652835041
1349	0.09639939579
1350	0.09639119151
1351	0.09622187919
1352	0.09614310353
1353	0.0960253022
1354	0.09586668532
1355	0.0957945549
1356	0.09574497187
1357	0.09572342406
1358	0.09566095046
1359	0.09558243044
1360	0.0954269677
1361	0.09542205291
1362	0.09541529359
1363	0.09533277648
1364	0.09528602642
1365	0.09520650946
1366	0.09520184361
1367	0.09516182877
1368	0.09510566411
1369	0.09509052081
1370	0.09507657345
1371	0.0950308859
1372	0.09493941359
1373	0.09491402769
1374	0.09484477711
1375	0.09484155813
1376	0.09482217039
1377	0.0946909179
1378	0.09466826863
1379	0.09465802198
1380	0.09461374654
1381	0.09459829436
1382	0.09456194819
1383	0.09448154121
1384	0.09442258006
1385	0.09428208286
1386	0.09420293389
1387	0.09418723631
1388	0.09417790105
1389	0.09417069405
1390	0.09415546705
1391	0.09408668462
1392	0.09400871642
1393	0.09398234097
1394	0.09391864266
1395	0.09384588891
1396	0.09380798332
1397	0.0937880147
1398	0.09377358029
1399	0.09374827206
1400	0.09368325888
1401	0.09368060976
1402	0.09353870359
1403	0.09350694219
1404	0.09343526236
1405	0.09336454428
1406	0.0933057175
1407	0.09321674524
1408	0.09310943534
1409	0.09294560125
1410	0.09283814578
1411	0.09275593286
1412	0.09274799513
1413	0.09265996603
1414	0.0926283993
1415	0.09261569702
1416	0.09260179391
1417	0.09258638579
1418	0.09251991601
1419	0.09250338534
1420	0.09249261639
1421	0.09248434739
1422	0.0924818399
1423	0.09243150229
1424	0.09237441495
1425	0.09233312389
1426	0.09227922984
1427	0.09222735628
1428	0.09220335698
1429	0.0921538292
1430	0.09198585566
1431	0.09192441682
1432	0.09187047819
1433	0.09179821197
1434	0.09167842009
1435	0.09156700778
1436	0.09154574586
1437	0.09147424395
1438	0.09147019288
1439	0.09145698306
1440	0.09140007613
1441	0.09137770537
1442	0.09130593139
1443	0.09130195586
1444	0.09128100454
1445	0.09124871812
1446	0.09121658047
1447	0.09115321167
1448	0.09109018481
1449	0.09103065162
1450	0.09091649537
1451	0.09086734221
1452	0.09084417931
1453	0.09082299331
1454	0.09081254399
1455	0.0908102004
1456	0.09066155264
1457	0.09061121553
1458	0.09060405136
1459	0.09058995295
1460	0.0905246353
1461	0.09050617333
1462	0.09045980392
1463	0.09042014886
1464	0.09039368175
1465	0.09032986336
1466	0.09027963789
1467	0.0902076416
1468	0.09015758968
1469	0.09006673186
1470	0.09000915042
1471	0.0899607336
1472	0.08992796221
1473	0.08988484049
1474	0.08976857896
1475	0.08973322494
1476	0.0897104977
1477	0.08964382573
1478	0.0895785521
1479	0.08954351216
1480	0.08948911897
1481	0.08948637321
1482	0.08931500259
1483	0.0892804682
1484	0.08927441204
1485	0.08924907546
1486	0.08921039985
1487	0.08917496431
1488	0.08906288305
1489	0.08899701799
1490	0.0889772608
1491	0.0889284445
1492	0.08891604011
1493	0.08890553135
1494	0.08886757303
1495	0.08883186409
1496	0.08873094808
1497	0.08871614259
1498	0.08865033882
1499	0.0886027979
